Date,temp,humidity,windspeed,solarradiation,description,DEMAND
18-12-2023,19.2,65.7,11.2,211.2,Partly cloudy throughout the day.,21.86
19-12-2023,19,67.4,14.8,211,Partly cloudy throughout the day.,23.01
20-12-2023,18.3,67,13,213.9,Clear conditions throughout the day.,22.98
21-12-2023,18.6,67.4,9.4,210.4,Clear conditions throughout the day.,22.76
22-12-2023,19.3,69.9,6.1,211.5,Clear conditions throughout the day.,22.62
23-12-2023,20.3,72.8,13,208,Partly cloudy throughout the day.,23.17
24-12-2023,21.1,73,9.4,208.9,Partly cloudy throughout the day.,22.4
25-12-2023,21.7,66.3,13,210.2,Clear conditions throughout the day.,22.21
26-12-2023,22.3,71,11.2,209.8,Clear conditions throughout the day.,22.91
27-12-2023,22.3,72,11.2,209.6,Clear conditions throughout the day.,23.45
28-12-2023,22,74.4,7.6,208.7,Partly cloudy throughout the day.,23.06
29-12-2023,21.4,74.7,14.8,199.2,Partly cloudy throughout the day.,23.11
30-12-2023,21.1,71.9,14.8,211.8,Clear conditions throughout the day.,23.42
31-12-2023,20.9,72.9,9.4,214.2,Clear conditions throughout the day.,23.06
